"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2008","2008",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2009","2009",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2010","2010",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2011","2011",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2012","2012",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2013","2013",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2014","2014",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2015","2015",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2016","2016",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2017","2017",0,,
"TOTALNONTAX","Total non-tax revenue","SOCSEC","Social Security Funds","2018","2018",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","1996","1996",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","1997","1997",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","1998","1998",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","1999","1999",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2000","2000",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2001","2001",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2002","2002",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2003","2003",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2004","2004",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2005","2005",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2006","2006",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2007","2007",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2008","2008",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2009","2009",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2010","2010",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2011","2011",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2012","2012",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2013","2013",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2014","2014",0,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2015","2015",4708.661,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2016","2016",5111.282,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2017","2017",4206.36,,
"5213","5213 Recurrent taxes paid on use of goods and perform activities other than on motor vehicles","FED","Federal or Central government","2018","2018",5066.115,,
"5120","5120 Taxes on specific goods and services","NES","Total","1996","1996",20013.476,,
"5120","5120 Taxes on specific goods and services","NES","Total","1997","1997",32198.424,,
"5120","5120 Taxes on specific goods and services","NES","Total","1998","1998",32157.281,,
"5120","5120 Taxes on specific goods and services","NES","Total","1999","1999",31948.546,,
"5120","5120 Taxes on specific goods and services","NES","Total","2000","2000",32999.397,,
"5120","5120 Taxes on specific goods and services","NES","Total","2001","2001",30834.125,,
"5120","5120 Taxes on specific goods and services","NES","Total","2002","2002",34305.266,,
"5120","5120 Taxes on specific goods and services","NES","Total","2003","2003",41420.923,,
"5120","5120 Taxes on specific goods and services","NES","Total","2004","2004",49711.351,,
"5120","5120 Taxes on specific goods and services","NES","Total","2005","2005",54101.27,,
"5120","5120 Taxes on specific goods and services","NES","Total","2006","2006",62793.934,,
"5120","5120 Taxes on specific goods and services","NES","Total","2007","2007",66872.296,,
"5120","5120 Taxes on specific goods and services","NES","Total","2008","2008",88752.119,,
"5120","5120 Taxes on specific goods and services","NES","Total","2009","2009",102730.065,,
"5120","5120 Taxes on specific goods and services","NES","Total","2010","2010",118548.382,,
"5120","5120 Taxes on specific goods and services","NES","Total","2011","2011",148049.209,,
"5120","5120 Taxes on specific goods and services","NES","Total","2012","2012",166841.489,,
"5120","5120 Taxes on specific goods and services","NES","Total","2013","2013",177583.359,,
"5120","5120 Taxes on specific goods and services","NES","Total","2014","2014",206460.746,,
"5120","5120 Taxes on specific goods and services","NES","Total","2015","2015",243732.938,,
"5120","5120 Taxes on specific goods and services","NES","Total","2016","2016",272320.358,,
"5120","5120 Taxes on specific goods and services","NES","Total","2017","2017",290399.216,,
"5120","5120 Taxes on specific goods and services","NES","Total","2018","2018",321392.729,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","1996","1996",458.63,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","1997","1997",717.42,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","1998","1998",926.533,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","1999","1999",1095.789,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2000","2000",1282.623,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2001","2001",1425.059,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2002","2002",1609.854,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2003","2003",2194.233,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2004","2004",4047.537,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2005","2005",4493.029,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2006","2006",4276.831,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2007","2007",6226.904,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2008","2008",8716.726,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2009","2009",9651.527,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2010","2010",10586.328,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2011","2011",13361.266,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2012","2012",16081.438,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2013","2013",19918.184,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2014","2014",20820.486,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2015","2015",22379.122,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2016","2016",28014.418,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2017","2017",28082.062,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2018","2018",31249.236,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","1996","1996",3181.6,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","1997","1997",3127.4,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","1998","1998",3404,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","1999","1999",3696.4,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2000","2000",3177.8,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2001","2001",6691.2,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2002","2002",6595.2,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2003","2003",7690.9,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2004","2004",12398.4,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2005","2005",17862.451,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2006","2006",14564.9,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2007","2007",15128.407,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2008","2008",52284.447,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2009","2009",16544.5,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2010","2010",18112.8,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2011","2011",36664.631,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2012","2012",52090,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2013","2013",92211.093,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2014","2014",92744.614,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2015","2015",154800,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2016","2016",181205.32,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2017","2017",197261.418,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","FED","Federal or Central government","2018","2018",252037.976,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","1996","1996",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","1997","1997",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","1998","1998",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","1999","1999",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2000","2000",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2001","2001",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2002","2002",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2003","2003",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2004","2004",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2005","2005",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2006","2006",0,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2007","2007",0,,
